Bachelor's degree,Doctor's degree,Junior college,Junior middle school,MBA,Master's degree,Sector,Senior middle school,Technical secondary school,Total demands,Unlimited,季度,month,s/n,season,total_monthes,year
13,0,113,0,0,0,Sales management,19,5,1182,93,2stage,5,3,spring,21,2017
6,0,81,0,0,0,market/marketing,30,13,1326,78,2stage,5,4,spring,21,2017
7,0,139,0,0,0,Sales,52,8,3337,145,2stage,5,5,spring,21,2017
0,0,2,0,0,0,Computer hardware,0,0,6,1,2stage,5,6,spring,21,2017
0,0,23,0,0,0,Internet development and application,0,0,86,0,2stage,5,7,spring,21,2017
0,0,2,0,0,0,IT-Management,0,0,8,2,2stage,5,8,spring,21,2017
6,0,3,0,0,0,"IT-QM, technical support and more",0,2,143,35,2stage,5,9,spring,21,2017
0,0,0,0,0,0,Communications technology,0,2,2,0,2stage,5,10,spring,21,2017
4,0,23,0,0,0,Electronics/appliances/semiconductor/instrumentation,0,1,166,7,2stage,5,11,spring,21,2017
19,0,110,0,0,0,Finance/auditing/tax,4,12,428,60,2stage,5,12,spring,21,2017
24,0,27,0,0,0,Engineering/machinery/energy,3,10,317,24,2stage,5,13,spring,21,2017
8,0,99,0,0,0,HR,0,0,326,16,2stage,5,14,spring,21,2017
5,0,4,0,0,0,Senior management,0,0,31,7,2stage,5,15,spring,21,2017
0,0,33,0,0,0,Logistics/warehousing,21,7,422,64,2stage,5,16,spring,21,2017
0,0,31,0,0,0,Art/graphics/Animation design,4,1,204,20,2stage,5,17,spring,21,2017
0,0,1,0,0,0,Science & Technology,0,0,2,0,2stage,5,18,spring,21,2017
0,0,2,0,0,0,Legal profession/law,0,0,21,7,2stage,5,19,spring,21,2017
9,0,15,0,0,5,Education,0,4,138,2,2stage,5,20,spring,21,2017
0,0,2,0,0,0,Hospital/medical/care,0,0,27,5,2stage,5,21,spring,21,2017
0,0,14,2,0,0,Counsel/consulting,10,0,377,6,2stage,5,22,spring,21,2017
0,0,3,8,0,0,Transportation service,1,0,131,23,2stage,5,23,spring,21,2017
1,0,0,0,0,0,Translation,0,0,1,0,2stage,5,24,spring,21,2017
10,0,110,2,0,0,Construction/infrastructure/gardening,1,13,772,39,2stage,5,25,spring,21,2017
0,0,0,0,0,0,Banking,1,0,10,0,2stage,5,26,spring,21,2017
8,0,115,0,0,0,Office administration/logistics,21,7,610,70,2stage,5,27,spring,21,2017
0,0,49,0,0,0,Customer service and technical support,25,9,1059,38,2stage,5,28,spring,21,2017
0,0,6,0,0,0,Securities/finance/investment,0,1,47,0,2stage,5,29,spring,21,2017
0,0,10,0,0,0,Insurance,0,0,77,2,2stage,5,30,spring,21,2017
0,0,13,3,0,0,Production/operation,1,1,164,25,2stage,5,31,spring,21,2017
0,0,19,0,0,0,QMS/safety/environmental protection,4,1,99,8,2stage,5,32,spring,21,2017
0,0,7,8,0,0,Technical work,18,21,660,77,2stage,5,33,spring,21,2017
0,0,6,2,0,0,Procurement,1,1,22,2,2stage,5,34,spring,21,2017
3,0,8,0,0,0,Trade,0,0,43,6,2stage,5,35,spring,21,2017
4,0,8,0,0,0,Biology/chemicals/pharmaceuticals/medical equipment,5,0,248,4,2stage,5,36,spring,21,2017
0,0,1,0,0,0,Advertising,0,0,68,17,2stage,5,37,spring,21,2017
0,0,1,0,0,0,PRs and news media,0,0,2,0,2stage,5,38,spring,21,2017
0,0,1,0,0,0,"Movies, TV and recreation",0,0,20,0,2stage,5,39,spring,21,2017
5,0,3,0,0,0,Literature/screenwriting/writing,2,1,50,16,2stage,5,40,spring,21,2017
0,0,8,0,0,0,Real property,4,3,793,24,2stage,5,41,spring,21,2017
0,0,1,0,0,0,Property management,6,4,73,9,2stage,5,42,spring,21,2017
0,0,6,9,0,0,Restaurants & recreation,4,0,620,71,2stage,5,43,spring,21,2017
0,0,25,4,0,0,Hotels/tourism,9,2,187,30,2stage,5,44,spring,21,2017
0,0,2,0,0,0,Beauty and personal care,0,0,40,0,2stage,5,45,spring,21,2017
0,0,7,3,0,0,General merchandise/chains/retail,7,0,166,10,2stage,5,46,spring,21,2017
0,0,4,4,0,0,Security/housekeeping/other,0,0,110,26,2stage,5,47,spring,21,2017
6,0,13,0,0,0,Graduates,0,5,334,1,2stage,5,48,spring,21,2017
6,0,54,4,0,1,Other,7,7,1051,61,2stage,5,49,spring,21,2017
1,0,113,0,0,0,,48,7,2432,56,2stage,6,1,summer,22,2017
6,0,5,0,0,0,Computer software,0,0,75,2,2stage,6,2,summer,22,2017
8,0,87,0,0,0,Sales management,11,20,1000,78,2stage,6,3,summer,22,2017
7,0,99,1,0,0,market/marketing,17,13,1440,60,2stage,6,4,summer,22,2017
6,0,100,0,0,0,Sales,24,16,2304,150,2stage,6,5,summer,22,2017
3,0,6,0,0,0,Computer hardware,0,0,37,2,2stage,6,6,summer,22,2017
6,0,10,0,0,0,Internet development and application,0,0,136,15,2stage,6,7,summer,22,2017
0,0,1,0,0,0,IT-Management,0,0,11,1,2stage,6,8,summer,22,2017
8,0,8,0,0,0,"IT-QM, technical support and more",0,0,106,7,2stage,6,9,summer,22,2017
0,0,13,0,0,0,Communications technology,0,0,30,0,2stage,6,10,summer,22,2017
7,0,21,0,0,0,Electronics/appliances/semiconductor/instrumentation,0,3,131,3,2stage,6,11,summer,22,2017
14,0,76,0,0,0,Finance/auditing/tax,6,7,263,37,2stage,6,12,summer,22,2017
12,0,26,2,0,0,Engineering/machinery/energy,0,6,228,12,2stage,6,13,summer,22,2017
16,0,84,0,0,0,HR,6,0,304,36,2stage,6,14,summer,22,2017
10,0,4,0,0,0,Senior management,0,0,31,2,2stage,6,15,summer,22,2017
0,0,28,4,0,0,Logistics/warehousing,36,10,295,30,2stage,6,16,summer,22,2017
0,0,40,0,0,0,Art/graphics/Animation design,2,8,222,19,2stage,6,17,summer,22,2017
0,0,1,0,0,0,Science & Technology,0,0,11,1,2stage,6,18,summer,22,2017
2,0,0,0,0,0,Legal profession/law,0,0,16,5,2stage,6,19,summer,22,2017
11,0,10,0,0,0,Education,0,0,142,4,2stage,6,20,summer,22,2017
3,0,0,0,0,0,Hospital/medical/care,0,2,32,1,2stage,6,21,summer,22,2017
8,0,126,0,0,0,,24,12,1692,48,3stage,9,1,autumn,25,2017
4,0,6,0,0,0,Advertising,0,0,26,0,3stage,9,37,autumn,25,2017
4,0,55,0,0,0,Art/graphics/Animation design,3,0,222,10,3stage,9,17,autumn,25,2017
2,0,0,0,0,0,Communications technology,0,0,2,0,3stage,9,10,autumn,25,2017
2,0,0,0,0,0,Computer hardware,1,0,10,0,3stage,9,6,autumn,25,2017
1,0,2,0,0,0,Computer software,0,0,14,4,3stage,9,2,autumn,25,2017
9,0,69,0,0,0,Construction/infrastructure/gardening,1,6,766,10,3stage,9,25,autumn,25,2017
13,0,13,0,0,0,Counsel/consulting,8,1,426,3,3stage,9,22,autumn,25,2017
2,0,53,0,0,0,Customer service and technical support,13,22,1054,24,3stage,9,28,autumn,25,2017
20,0,7,0,0,0,Education,0,1,136,2,3stage,9,20,autumn,25,2017
8,0,28,0,0,0,Electronics/appliances/semiconductor/instrumentation,6,5,301,2,3stage,9,11,autumn,25,2017
21,0,78,0,0,0,Engineering/machinery/energy,8,4,574,19,3stage,9,13,autumn,25,2017
19,0,110,0,0,0,Finance/auditing/tax,0,0,338,34,3stage,9,12,autumn,25,2017
2,0,46,0,0,0,Graduates,0,0,740,12,3stage,9,48,autumn,25,2017
7,0,84,0,0,0,HR,0,0,369,33,3stage,9,14,autumn,25,2017
0,0,6,0,0,0,Hospital/medical/care,0,2,45,4,3stage,9,21,autumn,25,2017
0,0,5,0,0,0,IT-Management,0,0,14,1,3stage,9,8,autumn,25,2017
1,0,8,0,0,0,"IT-QM, technical support and more",0,0,21,0,3stage,9,9,autumn,25,2017
4,0,2,0,0,0,Insurance,0,0,53,0,3stage,9,30,autumn,25,2017
1,0,17,0,0,0,Internet development and application,2,0,56,6,3stage,9,7,autumn,25,2017
0,0,0,0,0,0,Legal profession/law,0,0,8,4,3stage,9,19,autumn,25,2017
2,0,2,0,0,0,Literature/screenwriting/writing,0,0,6,0,3stage,9,40,autumn,25,2017
0,0,5,0,0,0,"Movies, TV and recreation",0,0,28,0,3stage,9,39,autumn,25,2017
0,0,3,0,0,0,PRs and news media,0,4,46,0,3stage,9,38,autumn,25,2017
1,0,11,0,0,0,Procurement,0,2,29,2,3stage,9,34,autumn,25,2017
2,0,8,0,0,0,Property management,15,1,317,50,3stage,9,42,autumn,25,2017
20,0,26,0,0,0,Real property,2,0,1367,22,3stage,9,41,autumn,25,2017
0,0,4,0,0,0,Securities/finance/investment,0,0,36,1,3stage,9,29,autumn,25,2017
3,0,2,0,0,0,Senior management,0,8,18,4,3stage,9,15,autumn,25,2017
0,0,8,0,0,0,Trade,0,1,40,2,3stage,9,35,autumn,25,2017
0,0,2,0,0,0,Translation,0,0,4,0,3stage,9,24,autumn,25,2017
0,0,3,1,0,0,Banking,1,3,59,0,3stage,9,26,autumn,25,2017
0,0,11,1,0,0,General merchandise/chains/retail,31,9,594,22,3stage,9,46,autumn,25,2017
0,0,11,1,0,0,Hotels/tourism,3,4,117,14,3stage,9,44,autumn,25,2017
21,0,13,1,0,0,QMS/safety/environmental protection,9,10,204,10,3stage,9,32,autumn,25,2017
6,0,88,3,0,0,Sales management,18,8,1220,69,3stage,9,3,autumn,25,2017
4,0,12,4,0,0,Biology/chemicals/pharmaceuticals/medical equipment,0,4,317,4,3stage,9,36,autumn,25,2017
0,0,5,4,0,0,Restaurants & recreation,16,0,924,64,3stage,9,43,autumn,25,2017
0,0,6,4,0,0,Security/housekeeping/other,8,0,581,31,3stage,9,47,autumn,25,2017
0,0,3,7,0,0,Beauty and personal care,5,3,339,10,3stage,9,45,autumn,25,2017
2,0,32,7,0,0,Logistics/warehousing,13,15,405,41,3stage,9,16,autumn,25,2017
2,0,116,7,0,0,Sales,33,18,2243,79,3stage,9,5,autumn,25,2017
8,0,90,7,0,0,market/marketing,16,7,1411,56,3stage,9,4,autumn,25,2017
0,0,0,9,0,0,Transportation service,3,1,124,21,3stage,9,23,autumn,25,2017
1,0,11,11,0,0,Technical work,25,23,1393,80,3stage,9,33,autumn,25,2017
0,0,16,19,0,0,Production/operation,9,11,473,10,3stage,9,31,autumn,25,2017
15,0,45,24,0,0,Other,12,3,1282,53,3stage,9,49,autumn,25,2017
16,0,111,0,0,1,Office administration/logistics,8,9,620,59,3stage,9,27,autumn,25,2017
1,0,2,0,0,1,Science & Technology,0,0,28,2,3stage,9,18,autumn,25,2017
3,0,60,0,0,0,,16,3,851,42,4stage,10,1,autumn,26,2017
0,0,7,0,0,0,Advertising,0,0,21,2,4stage,10,38,autumn,26,2017
0,0,8,0,0,0,Banking,1,1,67,0,4stage,10,26,autumn,26,2017
3,0,1,0,0,0,Communications technology,0,1,15,1,4stage,10,10,autumn,26,2017
7,0,31,0,0,0,Customer service and technical support,16,5,589,13,4stage,10,28,autumn,26,2017
5,0,0,0,0,0,Fashion/textile/furs,0,0,48,7,4stage,10,34,autumn,26,2017
8,0,7,0,0,0,"IT-QM, technical support and more",0,0,118,3,4stage,10,9,autumn,26,2017
3,0,23,0,0,0,Insurance,0,0,229,3,4stage,10,30,autumn,26,2017
1,0,0,0,0,0,Literature/screenwriting/writing,0,0,3,1,4stage,10,41,autumn,26,2017
3,0,6,0,0,0,"Movies, TV and recreation",2,0,42,0,4stage,10,40,autumn,26,2017
0,0,1,0,0,0,PRs and news media,0,0,7,1,4stage,10,39,autumn,26,2017
32,0,28,0,0,0,QMS/safety/environmental protection,2,1,310,8,4stage,10,32,autumn,26,2017
2,0,3,0,0,0,Real property,1,0,390,6,4stage,10,42,autumn,26,2017
20,0,79,0,0,0,Sales management,7,9,983,39,4stage,10,3,autumn,26,2017
16,0,11,0,0,0,Trade,0,0,194,4,4stage,10,36,autumn,26,2017
11,0,0,0,0,0,Translation,0,0,38,0,4stage,10,24,autumn,26,2017
50,0,67,0,0,0,market/marketing,9,5,1175,34,4stage,10,4,autumn,26,2017
0,0,5,1,0,0,Property management,8,0,212,32,4stage,10,43,autumn,26,2017
2,0,7,2,0,0,General merchandise/chains/retail,10,0,337,22,4stage,10,47,autumn,26,2017
0,0,5,2,0,0,Hotels/tourism,4,2,71,4,4stage,10,45,autumn,26,2017
0,0,3,3,0,0,Security/housekeeping/other,0,0,132,5,4stage,10,48,autumn,26,2017
0,0,1,3,0,0,Transportation service,2,0,129,18,4stage,10,23,autumn,26,2017
37,0,90,4,0,0,Sales,24,12,2214,96,4stage,10,5,autumn,26,2017
0,0,6,6,0,0,Restaurants & recreation,17,0,481,38,4stage,10,44,autumn,26,2017
11,0,13,8,0,0,Logistics/warehousing,15,10,224,24,4stage,10,16,autumn,26,2017
0,0,0,10,0,0,Beauty and personal care,7,0,260,0,4stage,10,46,autumn,26,2017
0,0,15,11,0,0,Technical work,13,5,830,56,4stage,10,33,autumn,26,2017
10,0,0,0,0,1,Computer hardware,0,0,50,1,4stage,10,6,autumn,26,2017
44,0,105,0,0,1,Finance/auditing/tax,4,0,428,20,4stage,10,12,autumn,26,2017
69,0,65,0,0,1,Graduates,0,0,2061,8,4stage,10,49,autumn,26,2017
36,0,60,0,0,1,HR,6,1,275,16,4stage,10,14,autumn,26,2017
1,0,1,0,0,1,IT-Management,0,0,12,0,4stage,10,8,autumn,26,2017
8,0,0,0,0,1,Securities/finance/investment,2,0,65,2,4stage,10,29,autumn,26,2017
1,0,4,0,0,1,Senior management,0,0,25,0,4stage,10,15,autumn,26,2017
31,0,59,2,0,1,Construction/infrastructure/gardening,1,13,1161,40,4stage,10,25,autumn,26,2017
10,0,29,0,0,2,Counsel/consulting,0,0,360,2,4stage,10,22,autumn,26,2017
9,0,2,0,0,2,Legal profession/law,0,0,37,9,4stage,10,19,autumn,26,2017
26,0,31,3,0,2,Production/operation,1,0,401,19,4stage,10,31,autumn,26,2017
34,0,93,0,0,3,Office administration/logistics,18,5,446,41,4stage,10,27,autumn,26,2017
4,0,12,0,0,3,Procurement,2,1,69,2,4stage,10,35,autumn,26,2017
32,0,21,0,0,6,Computer software,0,0,421,3,4stage,10,2,autumn,26,2017
8,0,40,0,0,8,Art/graphics/Animation design,0,12,287,12,4stage,10,17,autumn,26,2017
83,0,51,0,0,22,Electronics/appliances/semiconductor/instrumentation,3,5,1480,17,4stage,10,11,autumn,26,2017
0,0,30,0,0,0,,1,2,427,16,4stage,11,1,autumn,27,2017
0,0,2,0,0,0,Advertising,0,0,4,0,4stage,11,37,autumn,27,2017
0,0,19,0,0,0,Art/graphics/Animation design,0,15,143,12,4stage,11,16,autumn,27,2017
0,0,3,0,0,0,Banking,0,6,266,0,4stage,11,25,autumn,27,2017
2,0,0,0,0,0,Beauty and personal care,0,1,4,0,4stage,11,45,autumn,27,2017
1,0,0,0,0,0,Computer hardware,0,0,4,1,4stage,11,6,autumn,27,2017
2,0,27,0,0,0,Computer software,0,0,203,4,4stage,11,2,autumn,27,2017
14,0,13,0,0,0,Counsel/consulting,0,0,102,3,4stage,11,21,autumn,27,2017
0,0,27,0,0,0,Customer service and technical support,24,10,983,7,4stage,11,27,autumn,27,2017
2,0,7,0,0,0,Education,0,0,99,0,4stage,11,19,autumn,27,2017
20,0,16,0,0,0,Engineering/machinery/energy,0,16,366,12,4stage,11,12,autumn,27,2017
0,0,0,0,0,0,Fashion/textile/furs,0,2,2,0,4stage,11,33,autumn,27,2017
7,0,74,0,0,0,Finance/auditing/tax,3,2,237,12,4stage,11,11,autumn,27,2017
5,0,8,0,0,0,Graduates,0,0,202,8,4stage,11,48,autumn,27,2017
6,0,26,0,0,0,HR,3,0,153,15,4stage,11,13,autumn,27,2017
0,0,4,0,0,0,Hospital/medical/care,0,2,74,0,4stage,11,20,autumn,27,2017
2,0,2,0,0,0,IT-Management,0,0,6,1,4stage,11,8,autumn,27,2017
0,0,4,0,0,0,"IT-QM, technical support and more",1,0,42,1,4stage,11,9,autumn,27,2017
7,0,23,0,0,0,Insurance,0,0,237,0,4stage,11,29,autumn,27,2017
0,0,9,0,0,0,Internet development and application,0,0,112,5,4stage,11,7,autumn,27,2017
0,0,0,0,0,0,Legal profession/law,0,0,8,4,4stage,11,18,autumn,27,2017
8,0,1,0,0,0,Literature/screenwriting/writing,0,0,15,0,4stage,11,40,autumn,27,2017
0,0,6,0,0,0,"Movies, TV and recreation",0,0,46,0,4stage,11,39,autumn,27,2017
0,0,3,0,0,0,PRs and news media,0,0,10,1,4stage,11,38,autumn,27,2017
0,0,3,0,0,0,Procurement,0,0,8,0,4stage,11,34,autumn,27,2017
3,0,9,0,0,0,Production/operation,0,0,194,13,4stage,11,30,autumn,27,2017
2,0,15,0,0,0,QMS/safety/environmental protection,4,1,45,0,4stage,11,31,autumn,27,2017
0,0,1,0,0,0,Real property,0,0,526,16,4stage,11,41,autumn,27,2017
7,0,54,0,0,0,Sales management,8,8,614,37,4stage,11,3,autumn,27,2017
2,0,0,0,0,0,Science & Technology,0,0,50,1,4stage,11,17,autumn,27,2017
0,0,5,0,0,0,Securities/finance/investment,0,0,36,0,4stage,11,28,autumn,27,2017
0,0,0,0,0,0,Security/housekeeping/other,0,0,310,19,4stage,11,47,autumn,27,2017
6,0,4,0,0,0,Senior management,0,0,11,1,4stage,11,14,autumn,27,2017
3,0,8,0,0,0,Trade,0,0,48,1,4stage,11,35,autumn,27,2017
2,0,0,0,0,0,Translation,0,0,6,0,4stage,11,23,autumn,27,2017
0,0,0,0,0,0,Transportation service,4,0,133,11,4stage,11,22,autumn,27,2017
9,0,42,0,0,0,market/marketing,12,3,901,50,4stage,11,4,autumn,27,2017
6,0,15,1,0,0,Electronics/appliances/semiconductor/instrumentation,0,1,200,7,4stage,11,10,autumn,27,2017
0,0,3,1,0,0,General merchandise/chains/retail,8,2,329,2,4stage,11,46,autumn,27,2017
2,0,9,1,0,0,Hotels/tourism,4,0,74,10,4stage,11,44,autumn,27,2017
1,0,4,1,0,0,Logistics/warehousing,15,1,121,24,4stage,11,15,autumn,27,2017
17,0,51,1,0,0,Office administration/logistics,17,5,321,37,4stage,11,26,autumn,27,2017
0,0,0,1,0,0,Property management,8,0,170,29,4stage,11,42,autumn,27,2017
2,0,82,1,0,0,Sales,14,34,1833,75,4stage,11,5,autumn,27,2017
14,0,33,2,0,0,Construction/infrastructure/gardening,0,6,423,8,4stage,11,24,autumn,27,2017
0,0,4,6,0,0,Restaurants & recreation,9,4,956,91,4stage,11,43,autumn,27,2017
9,0,36,13,0,0,Other,4,3,731,29,4stage,11,49,autumn,27,2017
0,0,2,13,0,0,Technical work,15,9,798,56,4stage,11,32,autumn,27,2017
2,0,2,0,0,2,Biology/chemicals/pharmaceuticals/medical equipment,0,0,43,3,4stage,11,36,autumn,27,2017
21,1,10,0,0,0,Internet development and application,0,0,188,10,4stage,10,7,autumn,26,2017
152,1,69,2,0,10,Engineering/machinery/energy,0,18,1921,25,4stage,10,13,autumn,26,2017
58,1,70,11,0,26,Other,4,2,1872,59,4stage,10,50,autumn,26,2017
9,2,1,0,0,4,Science & Technology,0,0,249,1,4stage,10,18,autumn,26,2017
35,2,17,0,0,18,Biology/chemicals/pharmaceuticals/medical equipment,0,0,392,1,4stage,10,37,autumn,26,2017
22,4,4,0,0,13,Hospital/medical/care,2,0,241,1,4stage,10,21,autumn,26,2017
28,37,16,0,0,67,Education,0,0,985,0,4stage,10,20,autumn,26,2017
7,0,14,0,0,0,Advertising,0,0,97,12,1stage,3,37,spring,31,2018
10,0,197,0,0,0,Art/graphics/Animation design,0,15,751,43,1stage,3,17,spring,31,2018
2,0,13,0,0,0,Banking,7,0,287,2,1stage,3,26,spring,31,2018
2,0,6,0,0,0,Communications technology,0,1,75,0,1stage,3,10,spring,31,2018
4,0,13,0,0,0,Computer hardware,1,0,73,2,1stage,3,6,spring,31,2018
17,0,19,0,0,0,Computer software,0,2,178,8,1stage,3,2,spring,31,2018
49,0,27,0,0,0,Education,0,1,398,9,1stage,3,20,spring,31,2018
44,0,480,0,0,0,Finance/auditing/tax,15,14,1330,113,1stage,3,12,spring,31,2018
2,0,28,0,0,0,General merchandise/chains/retail,16,22,966,55,1stage,3,46,spring,31,2018
5,0,79,0,0,0,Graduates,0,11,1012,25,1stage,3,48,spring,31,2018
39,0,300,0,0,0,HR,35,6,1313,103,1stage,3,14,spring,31,2018
3,0,8,0,0,0,IT-Management,0,0,20,3,1stage,3,8,spring,31,2018
30,0,41,0,0,0,"IT-QM, technical support and more",1,2,169,6,1stage,3,9,spring,31,2018
33,0,63,0,0,0,Insurance,21,0,1514,9,1stage,3,30,spring,31,2018
6,0,73,0,0,0,Internet development and application,4,0,408,8,1stage,3,7,spring,31,2018
5,0,1,0,0,0,Legal profession/law,0,0,25,8,1stage,3,19,spring,31,2018
8,0,18,0,0,0,Literature/screenwriting/writing,0,0,66,4,1stage,3,40,spring,31,2018
2,0,23,0,0,0,"Movies, TV and recreation",0,2,67,5,1stage,3,39,spring,31,2018
1,0,2,0,0,0,PRs and news media,0,0,18,5,1stage,3,38,spring,31,2018
8,0,67,0,0,0,Procurement,0,19,227,17,1stage,3,34,spring,31,2018
4,0,10,0,0,0,Real property,23,2,3324,95,1stage,3,41,spring,31,2018
0,0,33,0,0,0,Securities/finance/investment,7,0,902,16,1stage,3,29,spring,31,2018
12,0,55,0,0,0,Trade,5,1,467,14,1stage,3,35,spring,31,2018
5,0,1,0,0,0,Translation,0,0,19,0,1stage,3,24,spring,31,2018
46,0,398,0,0,0,market/marketing,68,48,7460,272,1stage,3,4,spring,31,2018
7,0,301,1,0,0,,80,32,4924,146,1stage,3,1,spring,31,2018
1,0,75,2,0,0,Counsel/consulting,26,6,1448,39,1stage,3,22,spring,31,2018
2,0,27,2,0,0,Hospital/medical/care,2,1,240,17,1stage,3,21,spring,31,2018
52,0,614,2,0,0,Office administration/logistics,56,26,2456,195,1stage,3,27,spring,31,2018
57,0,523,2,0,0,Sales management,72,49,6077,251,1stage,3,3,spring,31,2018
7,0,143,3,0,0,Customer service and technical support,61,45,3011,110,1stage,3,28,spring,31,2018
13,0,61,3,0,0,Electronics/appliances/semiconductor/instrumentation,7,11,2696,95,1stage,3,11,spring,31,2018
13,0,74,3,0,0,QMS/safety/environmental protection,12,11,361,16,1stage,3,32,spring,31,2018
55,0,180,5,0,0,Construction/infrastructure/gardening,5,48,2726,116,1stage,3,25,spring,31,2018
0,0,8,6,0,0,Beauty and personal care,8,7,818,80,1stage,3,45,spring,31,2018
1,0,52,6,0,0,Property management,56,6,1218,101,1stage,3,42,spring,31,2018
1,0,46,7,0,0,Hotels/tourism,19,8,779,71,1stage,3,44,spring,31,2018
7,0,95,11,0,0,Logistics/warehousing,78,57,1752,156,1stage,3,16,spring,31,2018
17,0,578,16,0,0,Sales,128,73,13253,453,1stage,3,5,spring,31,2018
0,0,17,18,0,0,Security/housekeeping/other,10,2,1017,48,1stage,3,47,spring,31,2018
7,0,25,27,0,0,Restaurants & recreation,12,8,1882,190,1stage,3,43,spring,31,2018
0,0,4,28,0,0,Transportation service,21,13,626,86,1stage,3,23,spring,31,2018
15,0,96,40,0,0,Production/operation,20,1,958,28,1stage,3,31,spring,31,2018
0,0,33,86,0,0,Technical work,88,29,8459,384,1stage,3,33,spring,31,2018
2,0,4,0,0,2,Science & Technology,0,0,23,0,1stage,3,18,spring,31,2018
25,0,47,0,0,2,Senior management,6,0,137,7,1stage,3,15,spring,31,2018
72,0,95,2,0,2,Engineering/machinery/energy,8,34,1253,57,1stage,3,13,spring,31,2018
4,0,78,0,0,0,,22,9,1731,73,2stage,4,1,spring,32,2018
0,0,4,0,0,0,Advertising,0,0,8,1,2stage,4,37,spring,32,2018
4,0,50,0,0,0,Art/graphics/Animation design,0,8,183,10,2stage,4,17,spring,32,2018
0,0,0,0,0,0,Banking,11,3,189,1,2stage,4,25,spring,32,2018
0,0,1,0,0,0,Beauty and personal care,1,0,23,1,2stage,4,45,spring,32,2018
0,0,11,0,0,0,Biology/chemicals/pharmaceuticals/medical equipment,0,3,71,7,2stage,4,36,spring,32,2018
1,0,1,0,0,0,Communications technology,2,0,66,8,2stage,4,10,spring,32,2018
0,0,4,0,0,0,Computer hardware,0,0,12,2,2stage,4,6,spring,32,2018
1,0,7,0,0,0,Computer software,0,0,46,4,2stage,4,2,spring,32,2018
3,0,20,0,0,0,Counsel/consulting,5,1,366,12,2stage,4,22,spring,32,2018
3,0,44,0,0,0,Customer service and technical support,9,9,727,40,2stage,4,27,spring,32,2018
5,0,14,0,0,0,Electronics/appliances/semiconductor/instrumentation,1,2,265,5,2stage,4,11,spring,32,2018
0,0,2,0,0,0,Fashion/textile/furs,0,0,20,0,2stage,4,33,spring,32,2018
4,0,100,0,0,0,Finance/auditing/tax,6,8,282,42,2stage,4,12,spring,32,2018
1,0,23,0,0,0,Graduates,0,3,334,15,2stage,4,48,spring,32,2018
5,0,48,0,0,0,HR,7,0,169,17,2stage,4,14,spring,32,2018
0,0,2,0,0,0,Hospital/medical/care,1,0,113,15,2stage,4,21,spring,32,2018
0,0,0,0,0,0,Hotels/tourism,0,0,239,30,2stage,4,44,spring,32,2018
0,0,3,0,0,0,IT-Management,0,0,3,0,2stage,4,8,spring,32,2018
2,0,12,0,0,0,"IT-QM, technical support and more",0,0,84,4,2stage,4,9,spring,32,2018
2,0,30,0,0,0,Insurance,8,0,320,3,2stage,4,29,spring,32,2018
6,0,13,0,0,0,Internet development and application,0,0,50,3,2stage,4,7,spring,32,2018
7,0,0,0,0,0,Legal profession/law,0,0,14,0,2stage,4,19,spring,32,2018
6,0,14,0,0,0,Literature/screenwriting/writing,0,0,39,2,2stage,4,40,spring,32,2018
3,0,2,0,0,0,"Movies, TV and recreation",1,4,39,3,2stage,4,39,spring,32,2018
1,0,3,0,0,0,PRs and news media,0,0,5,0,2stage,4,38,spring,32,2018
1,0,12,0,0,0,Procurement,0,5,42,4,2stage,4,34,spring,32,2018
0,0,4,0,0,0,Property management,5,0,143,22,2stage,4,42,spring,32,2018
3,0,8,0,0,0,QMS/safety/environmental protection,4,4,55,2,2stage,4,31,spring,32,2018
0,0,5,0,0,0,Real property,3,2,426,14,2stage,4,41,spring,32,2018
12,0,117,0,0,0,Sales management,14,4,1052,77,2stage,4,3,spring,32,2018
3,0,0,0,0,0,Science & Technology,0,0,6,0,2stage,4,18,spring,32,2018
1,0,25,0,0,0,Securities/finance/investment,3,0,148,3,2stage,4,28,spring,32,2018
0,0,0,0,0,0,Security/housekeeping/other,1,0,96,12,2stage,4,47,spring,32,2018
4,0,3,0,0,0,Senior management,0,0,20,2,2stage,4,15,spring,32,2018
3,0,3,0,0,0,Trade,1,0,27,2,2stage,4,35,spring,32,2018
0,0,3,1,0,0,General merchandise/chains/retail,9,12,240,19,2stage,4,46,spring,32,2018
13,0,85,1,0,0,Office administration/logistics,16,6,365,43,2stage,4,26,spring,32,2018
9,0,58,2,0,0,Construction/infrastructure/gardening,0,14,538,36,2stage,4,24,spring,32,2018
1,0,15,2,0,0,Production/operation,0,4,157,5,2stage,4,30,spring,32,2018
0,0,1,3,0,0,Transportation service,1,1,41,7,2stage,4,23,spring,32,2018
0,0,11,4,0,0,Restaurants & recreation,3,0,606,61,2stage,4,43,spring,32,2018
10,0,35,5,0,0,Other,11,4,777,45,2stage,4,49,spring,32,2018
2,0,74,5,0,0,Sales,43,16,3918,180,2stage,4,5,spring,32,2018
0,0,13,6,0,0,Logistics/warehousing,11,15,339,35,2stage,4,16,spring,32,2018
23,0,72,6,0,0,market/marketing,15,12,1401,68,2stage,4,4,spring,32,2018
0,0,8,21,0,0,Technical work,31,8,1550,73,2stage,4,32,spring,32,2018
9,0,6,0,0,2,Education,0,1,105,2,2stage,4,20,spring,32,2018
