Bachelor's degree,Doctor's degree,Junior college,Junior middle school,MBA,Master's degree,Sector,Senior middle school,Technical secondary school,Total demands,Unlimited,season,month,year
9,0,69,0,0,0,Construction/infrastructure/gardening,1,6,766,10,autumn,9,2017
0,0,3,1,0,0,Banking,1,3,59,0,autumn,9,2017
16,0,111,0,0,1,Office administration/logistics,8,9,620,59,autumn,9,2017
2,0,53,0,0,0,Customer service and technical support,13,22,1054,24,autumn,9,2017
0,0,4,0,0,0,Securities/finance/investment,0,0,36,1,autumn,9,2017
4,0,2,0,0,0,Insurance,0,0,53,0,autumn,9,2017
0,0,16,19,0,0,Production/operation,9,11,473,10,autumn,9,2017
21,0,13,1,0,0,QMS/safety/environmental protection,9,10,204,10,autumn,9,2017
1,0,11,11,0,0,Technical work,25,23,1393,80,autumn,9,2017
1,0,11,0,0,0,Procurement,0,2,29,2,autumn,9,2017
0,0,8,0,0,0,Trade,0,1,40,2,autumn,9,2017
4,0,12,4,0,0,Biology/chemicals/pharmaceuticals/medical equipment,0,4,317,4,autumn,9,2017
4,0,6,0,0,0,Advertising,0,0,26,0,autumn,9,2017
0,0,3,0,0,0,PRs and news media,0,4,46,0,autumn,9,2017
0,0,5,0,0,0,"Movies, TV and recreation",0,0,28,0,autumn,9,2017
2,0,2,0,0,0,Literature/screenwriting/writing,0,0,6,0,autumn,9,2017
20,0,26,0,0,0,Real property,2,0,1367,22,autumn,9,2017
2,0,8,0,0,0,Property management,15,1,317,50,autumn,9,2017
0,0,5,4,0,0,Restaurants & recreation,16,0,924,64,autumn,9,2017
0,0,11,1,0,0,Hotels/tourism,3,4,117,14,autumn,9,2017
0,0,3,7,0,0,Beauty and personal care,5,3,339,10,autumn,9,2017
0,0,11,1,0,0,General merchandise/chains/retail,31,9,594,22,autumn,9,2017
0,0,6,4,0,0,Security/housekeeping/other,8,0,581,31,autumn,9,2017
2,0,46,0,0,0,Graduates,0,0,740,12,autumn,9,2017
15,0,45,24,0,0,Other,12,3,1282,53,autumn,9,2017
3,0,60,0,0,0,,16,3,851,42,autumn,10,2017
32,0,21,0,0,6,Computer software,0,0,421,3,autumn,10,2017
20,0,79,0,0,0,Sales management,7,9,983,39,autumn,10,2017
50,0,67,0,0,0,market/marketing,9,5,1175,34,autumn,10,2017
37,0,90,4,0,0,Sales,24,12,2214,96,autumn,10,2017
10,0,0,0,0,1,Computer hardware,0,0,50,1,autumn,10,2017
21,1,10,0,0,0,Internet development and application,0,0,188,10,autumn,10,2017
1,0,1,0,0,1,IT-Management,0,0,12,0,autumn,10,2017
8,0,7,0,0,0,"IT-QM, technical support and more",0,0,118,3,autumn,10,2017
3,0,1,0,0,0,Communications technology,0,1,15,1,autumn,10,2017
83,0,51,0,0,22,Electronics/appliances/semiconductor/instrumentation,3,5,1480,17,autumn,10,2017
44,0,105,0,0,1,Finance/auditing/tax,4,0,428,20,autumn,10,2017
152,1,69,2,0,10,Engineering/machinery/energy,0,18,1921,25,autumn,10,2017
36,0,60,0,0,1,HR,6,1,275,16,autumn,10,2017
1,0,4,0,0,1,Senior management,0,0,25,0,autumn,10,2017
11,0,13,8,0,0,Logistics/warehousing,15,10,224,24,autumn,10,2017
8,0,40,0,0,8,Art/graphics/Animation design,0,12,287,12,autumn,10,2017
9,2,1,0,0,4,Science & Technology,0,0,249,1,autumn,10,2017
9,0,2,0,0,2,Legal profession/law,0,0,37,9,autumn,10,2017
28,37,16,0,0,67,Education,0,0,985,0,autumn,10,2017
22,4,4,0,0,13,Hospital/medical/care,2,0,241,1,autumn,10,2017
10,0,29,0,0,2,Counsel/consulting,0,0,360,2,autumn,10,2017
0,0,1,3,0,0,Transportation service,2,0,129,18,autumn,10,2017
11,0,0,0,0,0,Translation,0,0,38,0,autumn,10,2017
31,0,59,2,0,1,Construction/infrastructure/gardening,1,13,1161,40,autumn,10,2017
0,0,8,0,0,0,Banking,1,1,67,0,autumn,10,2017
34,0,93,0,0,3,Office administration/logistics,18,5,446,41,autumn,10,2017
7,0,31,0,0,0,Customer service and technical support,16,5,589,13,autumn,10,2017
8,0,0,0,0,1,Securities/finance/investment,2,0,65,2,autumn,10,2017
3,0,23,0,0,0,Insurance,0,0,229,3,autumn,10,2017
26,0,31,3,0,2,Production/operation,1,0,401,19,autumn,10,2017
32,0,28,0,0,0,QMS/safety/environmental protection,2,1,310,8,autumn,10,2017
0,0,15,11,0,0,Technical work,13,5,830,56,autumn,10,2017
5,0,0,0,0,0,Fashion/textile/furs,0,0,48,7,autumn,10,2017
4,0,12,0,0,3,Procurement,2,1,69,2,autumn,10,2017
16,0,11,0,0,0,Trade,0,0,194,4,autumn,10,2017
35,2,17,0,0,18,Biology/chemicals/pharmaceuticals/medical equipment,0,0,392,1,autumn,10,2017
0,0,7,0,0,0,Advertising,0,0,21,2,autumn,10,2017
0,0,1,0,0,0,PRs and news media,0,0,7,1,autumn,10,2017
3,0,6,0,0,0,"Movies, TV and recreation",2,0,42,0,autumn,10,2017
1,0,0,0,0,0,Literature/screenwriting/writing,0,0,3,1,autumn,10,2017
2,0,3,0,0,0,Real property,1,0,390,6,autumn,10,2017
0,0,5,1,0,0,Property management,8,0,212,32,autumn,10,2017
0,0,6,6,0,0,Restaurants & recreation,17,0,481,38,autumn,10,2017
0,0,5,2,0,0,Hotels/tourism,4,2,71,4,autumn,10,2017
0,0,0,10,0,0,Beauty and personal care,7,0,260,0,autumn,10,2017
2,0,7,2,0,0,General merchandise/chains/retail,10,0,337,22,autumn,10,2017
0,0,3,3,0,0,Security/housekeeping/other,0,0,132,5,autumn,10,2017
69,0,65,0,0,1,Graduates,0,0,2061,8,autumn,10,2017
58,1,70,11,0,26,Other,4,2,1872,59,autumn,10,2017
0,0,30,0,0,0,,1,2,427,16,autumn,11,2017
2,0,27,0,0,0,Computer software,0,0,203,4,autumn,11,2017
7,0,54,0,0,0,Sales management,8,8,614,37,autumn,11,2017
9,0,42,0,0,0,market/marketing,12,3,901,50,autumn,11,2017
2,0,82,1,0,0,Sales,14,34,1833,75,autumn,11,2017
1,0,0,0,0,0,Computer hardware,0,0,4,1,autumn,11,2017
0,0,9,0,0,0,Internet development and application,0,0,112,5,autumn,11,2017
2,0,2,0,0,0,IT-Management,0,0,6,1,autumn,11,2017
0,0,4,0,0,0,"IT-QM, technical support and more",1,0,42,1,autumn,11,2017
6,0,15,1,0,0,Electronics/appliances/semiconductor/instrumentation,0,1,200,7,autumn,11,2017
7,0,74,0,0,0,Finance/auditing/tax,3,2,237,12,autumn,11,2017
20,0,16,0,0,0,Engineering/machinery/energy,0,16,366,12,autumn,11,2017
6,0,26,0,0,0,HR,3,0,153,15,autumn,11,2017
6,0,4,0,0,0,Senior management,0,0,11,1,autumn,11,2017
1,0,4,1,0,0,Logistics/warehousing,15,1,121,24,autumn,11,2017
0,0,19,0,0,0,Art/graphics/Animation design,0,15,143,12,autumn,11,2017
2,0,0,0,0,0,Science & Technology,0,0,50,1,autumn,11,2017
0,0,0,0,0,0,Legal profession/law,0,0,8,4,autumn,11,2017
2,0,7,0,0,0,Education,0,0,99,0,autumn,11,2017
0,0,4,0,0,0,Hospital/medical/care,0,2,74,0,autumn,11,2017
14,0,13,0,0,0,Counsel/consulting,0,0,102,3,autumn,11,2017
0,0,0,0,0,0,Transportation service,4,0,133,11,autumn,11,2017
2,0,0,0,0,0,Translation,0,0,6,0,autumn,11,2017
14,0,33,2,0,0,Construction/infrastructure/gardening,0,6,423,8,autumn,11,2017
0,0,3,0,0,0,Banking,0,6,266,0,autumn,11,2017
17,0,51,1,0,0,Office administration/logistics,17,5,321,37,autumn,11,2017
0,0,27,0,0,0,Customer service and technical support,24,10,983,7,autumn,11,2017
0,0,5,0,0,0,Securities/finance/investment,0,0,36,0,autumn,11,2017
7,0,23,0,0,0,Insurance,0,0,237,0,autumn,11,2017
3,0,9,0,0,0,Production/operation,0,0,194,13,autumn,11,2017
2,0,15,0,0,0,QMS/safety/environmental protection,4,1,45,0,autumn,11,2017
0,0,2,13,0,0,Technical work,15,9,798,56,autumn,11,2017
0,0,0,0,0,0,Fashion/textile/furs,0,2,2,0,autumn,11,2017
0,0,3,0,0,0,Procurement,0,0,8,0,autumn,11,2017
3,0,8,0,0,0,Trade,0,0,48,1,autumn,11,2017
2,0,2,0,0,2,Biology/chemicals/pharmaceuticals/medical equipment,0,0,43,3,autumn,11,2017
0,0,2,0,0,0,Advertising,0,0,4,0,autumn,11,2017
0,0,3,0,0,0,PRs and news media,0,0,10,1,autumn,11,2017
0,0,6,0,0,0,"Movies, TV and recreation",0,0,46,0,autumn,11,2017
8,0,1,0,0,0,Literature/screenwriting/writing,0,0,15,0,autumn,11,2017
0,0,1,0,0,0,Real property,0,0,526,16,autumn,11,2017
0,0,0,1,0,0,Property management,8,0,170,29,autumn,11,2017
0,0,4,6,0,0,Restaurants & recreation,9,4,956,91,autumn,11,2017
2,0,9,1,0,0,Hotels/tourism,4,0,74,10,autumn,11,2017
2,0,0,0,0,0,Beauty and personal care,0,1,4,0,autumn,11,2017
0,0,3,1,0,0,General merchandise/chains/retail,8,2,329,2,autumn,11,2017
0,0,0,0,0,0,Security/housekeeping/other,0,0,310,19,autumn,11,2017
5,0,8,0,0,0,Graduates,0,0,202,8,autumn,11,2017
9,0,36,13,0,0,Other,4,3,731,29,autumn,11,2017
1,0,27,0,0,0,,5,4,398,16,winter,12,2017
3,0,30,0,0,0,Computer software,0,2,224,0,winter,12,2017
7,0,47,0,0,0,Sales management,3,10,1196,52,winter,12,2017
0,0,46,0,0,0,market/marketing,5,12,445,27,winter,12,2017
2,0,58,3,0,0,Sales,13,14,1445,60,winter,12,2017
2,0,0,0,0,0,Computer hardware,0,1,12,0,winter,12,2017
4,0,2,0,0,0,Internet development and application,0,0,195,6,winter,12,2017
0,0,1,0,0,0,IT-Management,0,0,1,0,winter,12,2017
0,0,1,0,0,0,"IT-QM, technical support and more",0,0,1,0,winter,12,2017
4,0,8,0,0,0,Electronics/appliances/semiconductor/instrumentation,0,3,167,16,winter,12,2017
6,0,44,0,0,0,Finance/auditing/tax,0,0,127,16,winter,12,2017
3,0,25,0,0,0,Engineering/machinery/energy,5,13,298,4,winter,12,2017
9,0,25,0,0,0,HR,3,0,109,5,winter,12,2017
2,0,2,0,0,0,Senior management,0,0,69,3,winter,12,2017
0,0,10,0,0,0,Logistics/warehousing,14,7,119,14,winter,12,2017
2,0,36,0,0,0,Art/graphics/Animation design,0,12,185,12,winter,12,2017
1,0,4,0,0,0,Science & Technology,0,0,28,2,winter,12,2017
1,0,0,0,0,0,Legal profession/law,0,0,1,0,winter,12,2017
14,0,0,0,0,0,Education,1,0,102,8,winter,12,2017
0,0,9,0,0,0,Hospital/medical/care,13,0,91,1,winter,12,2017
0,0,2,0,0,0,Counsel/consulting,0,1,54,3,winter,12,2017
0,0,0,2,0,0,Transportation service,2,0,79,14,winter,12,2017
1,0,0,0,0,0,Translation,0,0,3,0,winter,12,2017
13,0,18,0,0,0,Construction/infrastructure/gardening,0,3,222,4,winter,12,2017
0,0,7,0,0,0,Banking,0,2,64,1,winter,12,2017
12,0,31,0,0,0,Office administration/logistics,16,3,231,35,winter,12,2017
0,0,23,0,0,0,Customer service and technical support,16,3,333,10,winter,12,2017
2,0,3,0,0,0,Securities/finance/investment,0,1,90,1,winter,12,2017
0,0,11,0,0,0,Insurance,0,0,37,0,winter,12,2017
1,0,13,2,0,0,Production/operation,1,1,83,7,winter,12,2017
2,0,5,0,0,0,QMS/safety/environmental protection,3,1,41,0,winter,12,2017
0,0,2,14,0,0,Technical work,11,1,594,41,winter,12,2017
0,0,3,0,0,0,Procurement,0,0,12,2,winter,12,2017
0,0,3,0,0,0,Trade,0,1,35,0,winter,12,2017
0,0,13,0,0,1,Biology/chemicals/pharmaceuticals/medical equipment,3,0,50,3,winter,12,2017
0,0,1,0,0,0,Advertising,0,0,1,0,winter,12,2017
0,0,3,0,0,0,PRs and news media,0,0,32,2,winter,12,2017
4,0,3,0,0,0,Literature/screenwriting/writing,0,0,35,2,winter,12,2017
0,0,4,0,0,0,Real property,1,0,646,14,winter,12,2017
0,0,1,0,0,0,Property management,7,0,187,19,winter,12,2017
0,0,2,6,0,0,Restaurants & recreation,1,0,642,69,winter,12,2017
0,0,0,0,0,0,Hotels/tourism,0,0,4,1,winter,12,2017
0,0,0,0,0,0,Beauty and personal care,0,0,50,4,winter,12,2017
0,0,1,10,0,0,General merchandise/chains/retail,7,0,377,32,winter,12,2017
0,0,0,0,0,0,Security/housekeeping/other,1,0,112,11,winter,12,2017
0,0,6,0,0,0,Graduates,0,0,38,0,winter,12,2017
2,0,5,10,0,0,Other,4,5,248,19,winter,12,2017
0,0,9,0,0,0,,4,0,207,19,winter,1,2018
0,0,1,0,0,0,Computer software,0,0,1,0,winter,1,2018
5,0,31,0,0,0,Sales management,5,3,328,9,winter,1,2018
0,0,24,0,0,0,market/marketing,0,2,306,17,winter,1,2018
2,0,22,0,0,0,Sales,6,0,767,36,winter,1,2018
0,0,2,0,0,0,Internet development and application,0,0,6,0,winter,1,2018
7,0,1,0,0,0,Electronics/appliances/semiconductor/instrumentation,0,0,43,4,winter,1,2018
3,0,26,0,0,0,Finance/auditing/tax,0,0,56,2,winter,1,2018
8,0,13,0,0,0,Engineering/machinery/energy,1,4,173,4,winter,1,2018
1,0,22,0,0,0,HR,0,3,56,4,winter,1,2018
2,0,0,0,0,0,Senior management,0,0,2,0,winter,1,2018
0,0,1,0,0,0,Logistics/warehousing,4,3,57,13,winter,1,2018
0,0,4,0,0,0,Art/graphics/Animation design,0,1,26,1,winter,1,2018
0,0,0,0,0,2,Science & Technology,0,0,6,0,winter,1,2018
0,0,9,0,0,0,Education,0,0,56,0,winter,1,2018
0,0,1,0,0,0,Hospital/medical/care,1,0,62,2,winter,1,2018
0,0,0,6,0,0,Transportation service,0,0,43,5,winter,1,2018
3,0,0,0,0,0,Translation,0,0,9,0,winter,1,2018
3,0,2,0,0,0,Construction/infrastructure/gardening,0,6,117,9,winter,1,2018
0,0,0,0,0,0,Banking,2,0,30,0,winter,1,2018
2,0,22,0,0,0,Office administration/logistics,4,1,91,4,winter,1,2018
0,0,14,0,0,0,Customer service and technical support,2,1,126,6,winter,1,2018
0,0,0,0,0,0,Securities/finance/investment,1,0,20,0,winter,1,2018
5,0,1,3,0,0,Production/operation,0,0,56,3,winter,1,2018
2,0,0,0,0,0,QMS/safety/environmental protection,4,2,43,2,winter,1,2018
0,0,0,5,0,0,Technical work,5,3,473,42,winter,1,2018
0,0,1,0,0,0,Procurement,0,1,3,0,winter,1,2018
2,0,0,0,0,0,Trade,0,0,19,3,winter,1,2018
1,0,3,0,0,0,Biology/chemicals/pharmaceuticals/medical equipment,1,0,64,1,winter,1,2018
0,0,2,0,0,0,PRs and news media,0,0,8,0,winter,1,2018
0,0,0,0,0,0,Real property,0,0,180,3,winter,1,2018
0,0,3,0,0,0,Property management,5,0,39,4,winter,1,2018
0,0,0,0,0,0,Restaurants & recreation,3,0,399,62,winter,1,2018
0,0,1,0,0,0,Hotels/tourism,0,1,42,8,winter,1,2018
0,0,8,4,0,0,General merchandise/chains/retail,13,1,289,9,winter,1,2018
0,0,0,1,0,0,Security/housekeeping/other,0,0,73,3,winter,1,2018
0,0,6,0,0,0,Graduates,0,0,59,2,winter,1,2018
0,0,5,6,0,0,Other,1,4,168,11,winter,1,2018
10,0,91,0,0,0,,19,7,1098,38,winter,2,2018
5,0,13,0,0,0,Computer software,0,0,52,6,winter,2,2018
21,0,111,2,0,0,Sales management,12,12,1404,85,winter,2,2018
5,0,117,2,0,0,market/marketing,22,6,1520,72,winter,2,2018
1,0,108,0,0,0,Sales,22,16,2453,129,winter,2,2018
3,0,14,0,0,0,Internet development and application,0,2,50,2,winter,2,2018
2,0,6,0,0,0,IT-Management,0,0,12,0,winter,2,2018
2,0,15,0,0,0,"IT-QM, technical support and more",0,0,71,6,winter,2,2018
0,0,2,0,0,0,Communications technology,0,0,6,0,winter,2,2018
6,0,13,0,0,0,Electronics/appliances/semiconductor/instrumentation,2,2,819,32,winter,2,2018
21,0,114,0,0,0,Finance/auditing/tax,2,6,302,34,winter,2,2018
25,0,35,0,0,0,Engineering/machinery/energy,2,12,424,14,winter,2,2018
20,0,76,0,0,0,HR,6,0,273,11,winter,2,2018
7,0,6,0,0,0,Senior management,0,0,29,2,winter,2,2018
2,0,21,5,0,0,Logistics/warehousing,33,14,535,65,winter,2,2018
2,0,74,0,0,0,Art/graphics/Animation design,0,6,306,16,winter,2,2018
0,0,4,0,0,0,Science & Technology,0,0,16,0,winter,2,2018
0,0,2,0,0,0,Legal profession/law,0,0,4,0,winter,2,2018
34,0,6,0,0,1,Education,0,1,257,3,winter,2,2018
0,0,15,1,0,0,Hospital/medical/care,0,0,98,2,winter,2,2018
4,0,10,1,0,0,Counsel/consulting,3,3,270,9,winter,2,2018
0,0,0,5,0,0,Transportation service,5,4,156,20,winter,2,2018
13,0,48,0,0,0,Construction/infrastructure/gardening,1,7,685,18,winter,2,2018
0,0,4,0,0,0,Banking,0,0,40,0,winter,2,2018
19,0,162,0,0,0,Office administration/logistics,15,2,535,51,winter,2,2018
2,0,58,4,0,0,Customer service and technical support,28,7,921,24,winter,2,2018
0,0,9,0,0,0,Securities/finance/investment,0,1,114,0,winter,2,2018
4,0,20,0,0,0,Insurance,6,0,386,0,winter,2,2018
2,0,27,10,0,0,Production/operation,10,0,189,12,winter,2,2018
1,0,17,0,0,0,QMS/safety/environmental protection,8,13,113,5,winter,2,2018
0,0,22,40,0,0,Technical work,24,5,2606,141,winter,2,2018
4,0,24,0,0,0,Procurement,2,2,75,7,winter,2,2018
0,0,12,0,0,0,Trade,3,0,115,7,winter,2,2018
4,0,5,0,0,1,Biology/chemicals/pharmaceuticals/medical equipment,0,1,80,0,winter,2,2018
1,0,8,0,0,0,Advertising,0,0,46,9,winter,2,2018
0,0,0,0,0,0,PRs and news media,0,0,2,1,winter,2,2018
2,0,4,0,0,0,"Movies, TV and recreation",0,0,15,0,winter,2,2018
3,0,4,0,0,0,Literature/screenwriting/writing,0,0,30,2,winter,2,2018
0,0,7,0,0,0,Real property,1,4,560,16,winter,2,2018
2,0,12,0,0,0,Property management,6,2,161,11,winter,2,2018
3,0,5,2,0,0,Restaurants & recreation,16,4,818,96,winter,2,2018
0,0,23,2,0,0,Hotels/tourism,1,0,187,26,winter,2,2018
0,0,2,0,0,0,Beauty and personal care,0,0,191,22,winter,2,2018
0,0,6,3,0,0,General merchandise/chains/retail,20,2,305,7,winter,2,2018
0,0,0,4,0,0,Security/housekeeping/other,0,1,281,11,winter,2,2018
1,0,16,0,0,0,Graduates,0,4,196,5,winter,2,2018
13,0,41,21,0,2,Other,15,1,1021,57,winter,2,2018
7,0,301,1,0,0,,80,32,4924,146,spring,3,2018
17,0,19,0,0,0,Computer software,0,2,178,8,spring,3,2018
57,0,523,2,0,0,Sales management,72,49,6077,251,spring,3,2018
46,0,398,0,0,0,market/marketing,68,48,7460,272,spring,3,2018
17,0,578,16,0,0,Sales,128,73,13253,453,spring,3,2018
4,0,13,0,0,0,Computer hardware,1,0,73,2,spring,3,2018
6,0,73,0,0,0,Internet development and application,4,0,408,8,spring,3,2018
3,0,8,0,0,0,IT-Management,0,0,20,3,spring,3,2018
30,0,41,0,0,0,"IT-QM, technical support and more",1,2,169,6,spring,3,2018
2,0,6,0,0,0,Communications technology,0,1,75,0,spring,3,2018
13,0,61,3,0,0,Electronics/appliances/semiconductor/instrumentation,7,11,2696,95,spring,3,2018
44,0,480,0,0,0,Finance/auditing/tax,15,14,1330,113,spring,3,2018
72,0,95,2,0,2,Engineering/machinery/energy,8,34,1253,57,spring,3,2018
39,0,300,0,0,0,HR,35,6,1313,103,spring,3,2018
25,0,47,0,0,2,Senior management,6,0,137,7,spring,3,2018
7,0,95,11,0,0,Logistics/warehousing,78,57,1752,156,spring,3,2018
10,0,197,0,0,0,Art/graphics/Animation design,0,15,751,43,spring,3,2018
2,0,4,0,0,2,Science & Technology,0,0,23,0,spring,3,2018
5,0,1,0,0,0,Legal profession/law,0,0,25,8,spring,3,2018
49,0,27,0,0,0,Education,0,1,398,9,spring,3,2018
2,0,27,2,0,0,Hospital/medical/care,2,1,240,17,spring,3,2018
1,0,75,2,0,0,Counsel/consulting,26,6,1448,39,spring,3,2018
0,0,4,28,0,0,Transportation service,21,13,626,86,spring,3,2018
5,0,1,0,0,0,Translation,0,0,19,0,spring,3,2018
55,0,180,5,0,0,Construction/infrastructure/gardening,5,48,2726,116,spring,3,2018
2,0,13,0,0,0,Banking,7,0,287,2,spring,3,2018
52,0,614,2,0,0,Office administration/logistics,56,26,2456,195,spring,3,2018
7,0,143,3,0,0,Customer service and technical support,61,45,3011,110,spring,3,2018
0,0,33,0,0,0,Securities/finance/investment,7,0,902,16,spring,3,2018
33,0,63,0,0,0,Insurance,21,0,1514,9,spring,3,2018
15,0,96,40,0,0,Production/operation,20,1,958,28,spring,3,2018
13,0,74,3,0,0,QMS/safety/environmental protection,12,11,361,16,spring,3,2018
0,0,33,86,0,0,Technical work,88,29,8459,384,spring,3,2018
8,0,67,0,0,0,Procurement,0,19,227,17,spring,3,2018
12,0,55,0,0,0,Trade,5,1,467,14,spring,3,2018
10,1,30,0,0,3,Biology/chemicals/pharmaceuticals/medical equipment,0,3,239,2,spring,3,2018
7,0,14,0,0,0,Advertising,0,0,97,12,spring,3,2018
1,0,2,0,0,0,PRs and news media,0,0,18,5,spring,3,2018
2,0,23,0,0,0,"Movies, TV and recreation",0,2,67,5,spring,3,2018
8,0,18,0,0,0,Literature/screenwriting/writing,0,0,66,4,spring,3,2018
4,0,10,0,0,0,Real property,23,2,3324,95,spring,3,2018
1,0,52,6,0,0,Property management,56,6,1218,101,spring,3,2018
7,0,25,27,0,0,Restaurants & recreation,12,8,1882,190,spring,3,2018
1,0,46,7,0,0,Hotels/tourism,19,8,779,71,spring,3,2018
0,0,8,6,0,0,Beauty and personal care,8,7,818,80,spring,3,2018
2,0,28,0,0,0,General merchandise/chains/retail,16,22,966,55,spring,3,2018
0,0,17,18,0,0,Security/housekeeping/other,10,2,1017,48,spring,3,2018
5,0,79,0,0,0,Graduates,0,11,1012,25,spring,3,2018
46,3,260,70,0,4,Other,60,8,4806,262,spring,3,2018
4,0,78,0,0,0,,22,9,1731,73,spring,4,2018
1,0,7,0,0,0,Computer software,0,0,46,4,spring,4,2018
12,0,117,0,0,0,Sales management,14,4,1052,77,spring,4,2018
23,0,72,6,0,0,market/marketing,15,12,1401,68,spring,4,2018
2,0,74,5,0,0,Sales,43,16,3918,180,spring,4,2018
0,0,4,0,0,0,Computer hardware,0,0,12,2,spring,4,2018
6,0,13,0,0,0,Internet development and application,0,0,50,3,spring,4,2018
0,0,3,0,0,0,IT-Management,0,0,3,0,spring,4,2018
2,0,12,0,0,0,"IT-QM, technical support and more",0,0,84,4,spring,4,2018
1,0,1,0,0,0,Communications technology,2,0,66,8,spring,4,2018
5,0,14,0,0,0,Electronics/appliances/semiconductor/instrumentation,1,2,265,5,spring,4,2018
4,0,100,0,0,0,Finance/auditing/tax,6,8,282,42,spring,4,2018
22,0,37,1,0,3,Engineering/machinery/energy,2,12,558,30,spring,4,2018
5,0,48,0,0,0,HR,7,0,169,17,spring,4,2018
4,0,3,0,0,0,Senior management,0,0,20,2,spring,4,2018
0,0,13,6,0,0,Logistics/warehousing,11,15,339,35,spring,4,2018
4,0,50,0,0,0,Art/graphics/Animation design,0,8,183,10,spring,4,2018
3,0,0,0,0,0,Science & Technology,0,0,6,0,spring,4,2018
7,0,0,0,0,0,Legal profession/law,0,0,14,0,spring,4,2018
9,0,6,0,0,2,Education,0,1,105,2,spring,4,2018
0,0,2,0,0,0,Hospital/medical/care,1,0,113,15,spring,4,2018
3,0,20,0,0,0,Counsel/consulting,5,1,366,12,spring,4,2018
0,0,1,3,0,0,Transportation service,1,1,41,7,spring,4,2018
9,0,58,2,0,0,Construction/infrastructure/gardening,0,14,538,36,spring,4,2018
0,0,0,0,0,0,Banking,11,3,189,1,spring,4,2018
13,0,85,1,0,0,Office administration/logistics,16,6,365,43,spring,4,2018
3,0,44,0,0,0,Customer service and technical support,9,9,727,40,spring,4,2018
1,0,25,0,0,0,Securities/finance/investment,3,0,148,3,spring,4,2018
2,0,30,0,0,0,Insurance,8,0,320,3,spring,4,2018
1,0,15,2,0,0,Production/operation,0,4,157,5,spring,4,2018
3,0,8,0,0,0,QMS/safety/environmental protection,4,4,55,2,spring,4,2018
0,0,8,21,0,0,Technical work,31,8,1550,73,spring,4,2018
0,0,2,0,0,0,Fashion/textile/furs,0,0,20,0,spring,4,2018
1,0,12,0,0,0,Procurement,0,5,42,4,spring,4,2018
3,0,3,0,0,0,Trade,1,0,27,2,spring,4,2018
0,0,11,0,0,0,Biology/chemicals/pharmaceuticals/medical equipment,0,3,71,7,spring,4,2018
0,0,4,0,0,0,Advertising,0,0,8,1,spring,4,2018
1,0,3,0,0,0,PRs and news media,0,0,5,0,spring,4,2018
3,0,2,0,0,0,"Movies, TV and recreation",1,4,39,3,spring,4,2018
6,0,14,0,0,0,Literature/screenwriting/writing,0,0,39,2,spring,4,2018
0,0,5,0,0,0,Real property,3,2,426,14,spring,4,2018
0,0,4,0,0,0,Property management,5,0,143,22,spring,4,2018
0,0,11,4,0,0,Restaurants & recreation,3,0,606,61,spring,4,2018
0,0,0,0,0,0,Hotels/tourism,0,0,239,30,spring,4,2018
0,0,1,0,0,0,Beauty and personal care,1,0,23,1,spring,4,2018
0,0,3,1,0,0,General merchandise/chains/retail,9,12,240,19,spring,4,2018
0,0,0,0,0,0,Security/housekeeping/other,1,0,96,12,spring,4,2018
1,0,23,0,0,0,Graduates,0,3,334,15,spring,4,2018
10,0,35,5,0,0,Other,11,4,777,45,spring,4,2018
2,0,64,2,0,0,,67,16,2374,76,spring,5,2018
8,0,6,0,0,0,Computer software,0,2,82,12,spring,5,2018
21,0,175,0,0,1,Sales management,16,14,1739,126,spring,5,2018
50,0,119,4,0,0,market/marketing,23,10,2508,136,spring,5,2018
12,0,198,1,0,0,Sales,66,32,5573,281,spring,5,2018
0,0,0,0,0,0,Computer hardware,1,0,67,11,spring,5,2018
4,0,38,0,0,0,Internet development and application,0,0,141,9,spring,5,2018
0,0,20,0,0,0,IT-Management,0,0,41,1,spring,5,2018
1,0,21,0,0,0,"IT-QM, technical support and more",0,0,532,19,spring,5,2018
0,0,0,0,0,0,Communications technology,20,12,1227,5,spring,5,2018
2,0,12,2,0,0,Electronics/appliances/semiconductor/instrumentation,0,0,141,11,spring,5,2018
5,0,143,0,0,0,Finance/auditing/tax,1,5,464,54,spring,5,2018
35,0,74,0,0,0,Engineering/machinery/energy,4,24,914,40,spring,5,2018
11,0,73,0,0,0,HR,8,2,241,21,spring,5,2018
5,0,2,0,0,0,Senior management,0,0,12,4,spring,5,2018
0,0,34,18,0,0,Logistics/warehousing,27,19,1530,44,spring,5,2018
3,0,104,0,0,0,Art/graphics/Animation design,0,8,384,18,spring,5,2018
6,0,0,0,0,0,Science & Technology,0,0,13,0,spring,5,2018
10,0,0,0,0,0,Legal profession/law,1,0,30,0,spring,5,2018
63,0,19,0,0,0,Education,0,0,378,0,spring,5,2018
0,0,5,0,0,0,Hospital/medical/care,0,0,44,4,spring,5,2018
17,0,21,0,1,0,Counsel/consulting,1,1,361,14,spring,5,2018
0,0,2,4,0,0,Transportation service,1,3,137,23,spring,5,2018
2,0,0,0,0,0,Translation,0,0,23,0,spring,5,2018
15,0,88,0,0,0,Construction/infrastructure/gardening,0,21,767,33,spring,5,2018
1,0,10,0,0,0,Banking,1,2,201,1,spring,5,2018
10,0,182,1,0,0,Office administration/logistics,7,18,928,79,spring,5,2018
